2021-07-31 07:16:18,544: Key.cmd
2021-07-31 07:16:19,791: 'a'
2021-07-31 07:16:19,839: 's'
2021-07-31 07:16:19,959: 'd'
2021-07-31 07:16:20,151: 'a'
2021-07-31 07:16:20,231: 's'
2021-07-31 07:16:20,319: 'd'
2021-07-31 07:16:20,879: 'f'
2021-07-31 07:16:21,023: 's'
2021-07-31 07:16:21,031: 'a'
2021-07-31 07:16:21,119: 'f'
2021-07-31 07:16:33,639: Key.alt
2021-07-31 07:16:33,743: Key.tab
2021-07-31 07:17:03,992: Key.alt
2021-07-31 07:17:04,032: Key.tab
2021-07-31 07:17:10,865: Key.ctrl
2021-07-31 07:17:11,128: Key.shift
2021-07-31 07:17:13,393: Key.ctrl
2021-07-31 07:17:13,593: Key.shift
2021-07-31 07:17:14,008: <65511>
2021-07-31 07:17:15,264: Key.ctrl
2021-07-31 07:17:15,360: Key.shift
2021-07-31 07:17:15,456: <65511>
2021-07-31 07:17:21,464: 's'
2021-07-31 07:17:21,520: 'd'
2021-07-31 07:17:21,592: 'f'
2021-07-31 07:17:22,425: 'f'
2021-07-31 07:17:22,617: 's'
2021-07-31 07:17:22,713: 'd'
2021-07-31 07:17:22,857: 'f'
2021-07-31 07:17:23,297: 'w'
2021-07-31 07:17:23,753: 'f'
2021-07-31 07:17:23,953: 'w'
2021-07-31 07:17:24,097: 'e'
2021-07-31 07:17:24,153: 'f'
2021-07-31 07:17:24,337: 's'
2021-07-31 07:17:24,769: '2'
2021-07-31 07:17:24,840: '3'
2021-07-31 07:17:24,969: '4'
2021-07-31 07:17:25,105: '2'
2021-07-31 07:17:25,129: '3'
2021-07-31 07:17:25,241: '5'
2021-07-31 07:17:26,457: Key.f1
2021-07-31 07:17:26,929: Key.f2
2021-07-31 07:17:27,409: Key.f3
2021-07-31 07:17:27,833: Key.f4
2021-07-31 07:17:30,161: Key.alt
2021-07-31 07:17:30,240: Key.tab
2021-07-31 07:17:32,129: 'f'
2021-07-31 07:17:32,224: 'a'
2021-07-31 07:17:32,416: 'c'
2021-07-31 07:17:32,520: 'e'
2021-07-31 07:17:33,497: Key.right
2021-07-31 07:17:33,704: Key.enter
2021-07-31 07:17:37,937: 'm'
2021-07-31 07:17:38,073: 'e'
2021-07-31 07:17:38,185: 'u'
2021-07-31 07:17:38,457: 'e'
2021-07-31 07:17:38,561: 'm'
2021-07-31 07:17:38,801: 'a'
2021-07-31 07:17:38,873: 'i'
2021-07-31 07:17:39,057: 'l'
2021-07-31 07:17:39,425: '.'
2021-07-31 07:17:39,569: 'c'
2021-07-31 07:17:39,657: 'o'
2021-07-31 07:17:40,329: Key.backspace
2021-07-31 07:17:40,481: Key.backspace
2021-07-31 07:17:40,641: Key.backspace
2021-07-31 07:17:40,737: Key.shift
2021-07-31 07:17:40,889: '@'
2021-07-31 07:17:41,681: Key.alt
2021-07-31 07:17:41,745: Key.tab
2021-07-31 07:17:55,385: Key.alt
2021-07-31 07:17:55,441: Key.tab
2021-07-31 07:17:57,257: 'a'
2021-07-31 07:17:57,313: 's'
2021-07-31 07:17:57,457: 'd'
2021-07-31 07:17:57,641: 'a'
2021-07-31 07:17:57,649: 's'
2021-07-31 07:17:57,737: 'd'
2021-07-31 07:17:57,945: 'a'
2021-07-31 07:17:57,953: 's'
2021-07-31 07:17:58,049: 'd'
2021-07-31 07:17:58,465: Key.alt
2021-07-31 07:17:58,537: Key.tab
2021-07-31 07:18:08,266: Key.alt
2021-07-31 07:18:08,329: Key.tab
2021-07-31 07:18:09,825: Key.alt
2021-07-31 07:18:09,865: Key.tab
2021-07-31 07:18:11,370: Key.ctrl
2021-07-31 07:18:11,489: 'c'
